batch_id,bank_trx_id,settlement_date,credit_date,batch_net,bank_amount,batch_gross,batch_refund,batch_order_count,bank_description,bank_description_clean,match_label,amount_diff,amount_abs_diff,amount_pct_diff,amount_log_ratio,fee_adjusted_diff,date_diff_days,date_diff_abs,is_weekend_credit,desc_jaccard,desc_seq_ratio,keyword_shopee_flag,batch_size_log,refund_ratio,group_size
BATCH000007,BANK0000044,2025-09-25,2025-10-03,102451.6,99138.81,108370.77,2706.04,428,sp sETTLEMENT-289744,SP SETTLEMENT 289744,0,3312.790000000008,3312.790000000008,0.03233517094901405,0.032869176487324125,6525.920000000013,-8,8,0,0.25,0.7027027027027027,1,6.061456918928017,0.024970201835790223,1
BATCH000007,BANK0000051,2025-09-25,2025-10-01,102451.6,93616.76,108370.77,2706.04,428,sH0PEE pAY0UT  710531,SH0PEE PAY0UT 710531,0,8834.840000000011,8834.840000000011,0.08623428038215128,0.09018014352191983,12047.970000000016,-6,6,0,0.0,0.3783783783783784,0,6.061456918928017,0.024970201835790223,1
BATCH000007,BANK0000054,2025-09-25,2025-09-25,102451.6,102451.6,108370.77,2706.04,428,Shopee Digital MY-974530,SHOPEE DIGITAL MY 974530,1,0.0,0.0,0.0,0.0,3213.1300000000047,0,0,0,0.2,0.4878048780487805,1,6.061456918928017,0.024970201835790223,1
BATCH000007,BANK0000064,2025-09-25,2025-09-28,102451.6,87815.57,108370.77,2706.04,428,shopee digital-583139,SHOPEE DIGITAL 583139,0,14636.029999999999,14636.029999999999,0.14285799343299663,0.1541500453877287,17849.160000000003,-3,3,1,0.25,0.47368421052631576,1,6.061456918928017,0.024970201835790223,1
BATCH000007,BANK0000067,2025-09-25,2025-09-23,102451.6,107472.24,108370.77,2706.04,428,Shopee Digital MY  455627,SHOPEE DIGITAL MY 455627,0,-5020.639999999999,5020.639999999999,0.0490049935774551,-0.04784163375071415,1807.5099999999948,2,2,0,0.2,0.4878048780487805,1,6.061456918928017,0.024970201835790223,1
BATCH000007,BANK0000068,2025-09-25,2025-09-16,102451.6,107933.06,108370.77,2706.04,428,SP Settlement-319765,SP SETTLEMENT 319765,0,-5481.459999999992,5481.459999999992,0.0535029223555317,-0.052120232507547826,2268.329999999987,9,9,0,0.25,0.7027027027027027,1,6.061456918928017,0.024970201835790223,1
BATCH000008,BANK0000044,2025-09-27,2025-10-03,87815.57,99138.81,93767.16,3026.27,373,sp sETTLEMENT-289744,SP SETTLEMENT 289744,0,-11323.23999999999,11323.23999999999,0.1289434208535,-0.12128086890040457,8397.919999999998,-6,6,0,0.25,0.7027027027027027,1,5.924255797414532,0.032274305844391574,1
BATCH000008,BANK0000051,2025-09-27,2025-10-01,87815.57,93616.76,93767.16,3026.27,373,sH0PEE pAY0UT  710531,SH0PEE PAY0UT 710531,0,-5801.189999999988,5801.189999999988,0.06606106411425659,-0.06396990186580886,2875.8699999999953,-4,4,0,0.0,0.3783783783783784,0,5.924255797414532,0.032274305844391574,1
BATCH000008,BANK0000064,2025-09-27,2025-09-28,87815.57,87815.57,93767.16,3026.27,373,shopee digital-583139,SHOPEE DIGITAL 583139,1,0.0,0.0,0.0,0.0,2925.3199999999924,-1,1,1,0.25,0.47368421052631576,1,5.924255797414532,0.032274305844391574,1
BATCH000009,BANK0000061,2025-09-27,2025-09-28,53799.46,53799.46,58359.02,2649.38,221,sHOPEE dIGITAL my495939,SHOPEE DIGITAL MY495939,1,0.0,0.0,0.0,0.0,1910.1800000000003,-1,1,1,0.25,0.5,1,5.402677381872279,0.04539795219316569,1
BATCH000010,BANK0000044,2025-09-30,2025-10-03,93616.76,99138.81,98461.91,1900.68,400,sp sETTLEMENT-289744,SP SETTLEMENT 289744,0,-5522.050000000003,5522.050000000003,0.0589856987146319,-0.057310967034595706,2577.579999999987,-3,3,0,0.25,0.7027027027027027,1,5.993961427306569,0.0193037084086628,1
BATCH000010,BANK0000051,2025-09-30,2025-10-01,93616.76,93616.76,98461.91,1900.68,400,sH0PEE pAY0UT  710531,SH0PEE PAY0UT 710531,1,0.0,0.0,0.0,0.0,2944.4700000000157,-1,1,0,0.0,0.3783783783783784,0,5.993961427306569,0.0193037084086628,1
BATCH000010,BANK0000054,2025-09-30,2025-09-25,93616.76,102451.6,98461.91,1900.68,400,Shopee Digital MY-974530,SHOPEE DIGITAL MY 974530,0,-8834.840000000011,8834.840000000011,0.0943724179302938,-0.09018014352191983,5890.369999999995,5,5,0,0.2,0.4878048780487805,1,5.993961427306569,0.0193037084086628,1
BATCH000010,BANK0000064,2025-09-30,2025-09-28,93616.76,87815.57,98461.91,1900.68,400,shopee digital-583139,SHOPEE DIGITAL 583139,0,5801.189999999988,5801.189999999988,0.061967429763644756,0.06396990186580886,8745.660000000003,2,2,1,0.25,0.47368421052631576,1,5.993961427306569,0.0193037084086628,1
BATCH000010,BANK0000067,2025-09-30,2025-09-23,93616.76,107472.24,98461.91,1900.68,400,Shopee Digital MY  455627,SHOPEE DIGITAL MY 455627,0,-13855.48000000001,13855.48000000001,0.14800213124231185,-0.13802177727263398,10911.009999999995,7,7,0,0.2,0.4878048780487805,1,5.993961427306569,0.0193037084086628,1
BATCH000011,BANK0000044,2025-10-03,2025-10-03,99138.81,99138.81,105677.12,3119.65,385,sp sETTLEMENT-289744,SP SETTLEMENT 289744,1,0.0,0.0,0.0,0.0,3418.6600000000035,0,0,0,0.25,0.7027027027027027,1,5.955837369464831,0.02952058118162191,1
BATCH000011,BANK0000051,2025-10-03,2025-10-01,99138.81,93616.76,105677.12,3119.65,385,sH0PEE pAY0UT  710531,SH0PEE PAY0UT 710531,0,5522.050000000003,5522.050000000003,0.05570018441819105,0.057310967034595706,8940.710000000006,2,2,0,0.0,0.3783783783783784,0,5.955837369464831,0.02952058118162191,1
BATCH000011,BANK0000054,2025-10-03,2025-09-25,99138.81,102451.6,105677.12,3119.65,385,Shopee Digital MY-974530,SHOPEE DIGITAL MY 974530,0,-3312.790000000008,3312.790000000008,0.033415672429394784,-0.032869176487324125,105.86999999999534,8,8,0,0.2,0.4878048780487805,1,5.955837369464831,0.02952058118162191,1
BATCH000011,BANK0000064,2025-10-03,2025-09-28,99138.81,87815.57,105677.12,3119.65,385,shopee digital-583139,SHOPEE DIGITAL 583139,0,11323.23999999999,11323.23999999999,0.1142160169160795,0.12128086890040457,14741.899999999994,5,5,1,0.25,0.47368421052631576,1,5.955837369464831,0.02952058118162191,1
BATCH000011,BANK0000067,2025-10-03,2025-09-23,99138.81,107472.24,105677.12,3119.65,385,Shopee Digital MY  455627,SHOPEE DIGITAL MY 455627,0,-8333.430000000008,8333.430000000008,0.08405820081963872,-0.08071081023803828,4914.770000000004,10,10,0,0.2,0.4878048780487805,1,5.955837369464831,0.02952058118162191,1
BATCH000012,BANK0000018,2025-10-08,2025-10-18,73827.15,77357.22,78907.15,2780.83,314,SP Settlement  852393,SP SETTLEMENT 852393,0,-3530.070000000007,3530.070000000007,0.047815336227932506,-0.0467067463807318,1230.9000000000087,-10,10,1,0.25,0.7027027027027027,1,5.752572638825633,0.03524180001432063,1
BATCH000012,BANK0000024,2025-10-08,2025-10-09,73827.15,73822.15,78907.15,2780.83,314,Shopee Digital MY  608631,SHOPEE DIGITAL MY 608631,1,5.0,5.0,6.772576213493275e-05,6.772713822300602e-05,2304.1699999999983,-1,1,0,0.2,0.4878048780487805,1,5.752572638825633,0.03524180001432063,1
BATCH000013,BANK0000024,2025-10-10,2025-10-09,65312.8,73822.15,70051.64,2589.06,267,Shopee Digital MY  608631,SHOPEE DIGITAL MY 608631,0,-8509.349999999991,8509.349999999991,0.13028610012126246,-0.1224690217869675,6359.569999999992,1,1,0,0.2,0.4878048780487805,1,5.5909869805108565,0.03695930602053,1
BATCH000014,BANK0000003,2025-10-12,2025-10-20,37092.56,33420.93,39843.97,1387.96,144,SHOPEE-PAYOUT    379391,SHOPEE PAYOUT 379391,0,3671.6299999999974,3671.6299999999974,0.09898561867932539,0.10423109828994903,5035.080000000002,-8,8,0,0.25,0.43243243243243246,1,4.976733742420574,0.03483488216661141,1
BATCH000015,BANK0000018,2025-10-12,2025-10-18,77357.22,77357.22,82395.26,2412.19,322,SP Settlement  852393,SP SETTLEMENT 852393,1,0.0,0.0,0.0,0.0,2625.8499999999913,-6,6,1,0.25,0.7027027027027027,1,5.777652323222656,0.029275834556502404,1
BATCH000015,BANK0000024,2025-10-12,2025-10-09,77357.22,73822.15,82395.26,2412.19,322,Shopee Digital MY  608631,SHOPEE DIGITAL MY 608631,0,3535.070000000007,3535.070000000007,0.04569799690319801,0.04677447351895481,6160.919999999998,3,3,0,0.2,0.4878048780487805,1,5.777652323222656,0.029275834556502404,1
BATCH000016,BANK0000058,2025-10-14,2025-10-21,60048.1,58993.37,63293.46,1239.95,241,shopee digital  884688,SHOPEE DIGITAL 884688,0,1054.729999999996,1054.729999999996,0.017564752256940618,0.017720545279498623,3060.1399999999994,-7,7,0,0.25,0.47368421052631576,1,5.488937726156687,0.019590491655851965,1
BATCH000017,BANK0000018,2025-10-17,2025-10-18,71537.61,77357.22,75210.8,1465.36,295,SP Settlement  852393,SP SETTLEMENT 852393,0,-5819.610000000001,5819.610000000001,0.0813503554284243,-0.07820953762075611,3611.779999999999,-1,1,1,0.25,0.7027027027027027,1,5.69035945432406,0.019483372068904995,1
BATCH000017,BANK0000024,2025-10-17,2025-10-09,71537.61,73822.15,75210.8,1465.36,295,Shopee Digital MY  608631,SHOPEE DIGITAL MY 608631,0,-2284.5399999999936,2284.5399999999936,0.0319348102347841,-0.0314350641018013,76.70999999999185,8,8,0,0.2,0.4878048780487805,1,5.69035945432406,0.019483372068904995,1
BATCH000017,BANK0000027,2025-10-17,2025-10-26,71537.61,67612.9,75210.8,1465.36,295,SP Settlement  356193,SP SETTLEMENT 356193,0,3924.7100000000064,3924.7100000000064,0.05486219067145249,0.05642372073889845,6132.540000000008,-9,9,1,0.25,0.7027027027027027,1,5.69035945432406,0.019483372068904995,1
BATCH000018,BANK0000003,2025-10-19,2025-10-20,33420.93,33420.93,36635.03,2192.06,152,SHOPEE-PAYOUT    379391,SHOPEE PAYOUT 379391,1,0.0,0.0,0.0,0.0,1022.0400000000009,-1,1,0,0.25,0.43243243243243246,1,5.030437921392435,0.0598350813415466,1
BATCH000019,BANK0000027,2025-10-20,2025-10-26,58993.37,67612.9,62330.67,1487.21,253,SP Settlement  356193,SP SETTLEMENT 356193,0,-8619.529999999992,8619.529999999992,0.1461101476318439,-0.13637156758975877,6769.439999999995,-6,6,1,0.25,0.7027027027027027,1,5.537334267018537,0.023860003430093084,1
BATCH000019,BANK0000058,2025-10-20,2025-10-21,58993.37,58993.37,62330.67,1487.21,253,shopee digital  884688,SHOPEE DIGITAL 884688,1,0.0,0.0,0.0,0.0,1850.0899999999965,-1,1,0,0.25,0.47368421052631576,1,5.537334267018537,0.023860003430093084,1
BATCH000020,BANK0000018,2025-10-25,2025-10-18,86911.0,77357.22,92018.46,2384.01,346,SP Settlement  852393,SP SETTLEMENT 852393,0,9553.779999999999,9553.779999999999,0.10992601626951708,0.11644927092299184,12277.23000000001,7,7,1,0.25,0.7027027027027027,1,5.849324779946859,0.025907953686684172,1
BATCH000020,BANK0000050,2025-10-25,2025-10-26,86911.0,86911.0,92018.46,2384.01,346,SHOPEE-PAYOUT  132126,SHOPEE PAYOUT 132126,1,0.0,0.0,0.0,0.0,2723.4500000000116,-1,1,1,0.25,0.43243243243243246,1,5.849324779946859,0.025907953686684172,1
BATCH000020,BANK0000057,2025-10-25,2025-11-02,86911.0,82190.24,92018.46,2384.01,346,Shopee  Payout    268757,SHOPEE PAYOUT 268757,0,4720.759999999995,4720.759999999995,0.054317175041133973,0.05584738545602441,7444.210000000006,-8,8,1,0.25,0.43243243243243246,1,5.849324779946859,0.025907953686684172,1
BATCH000021,BANK0000018,2025-10-26,2025-10-18,67612.9,77357.22,71749.54,1885.37,269,SP Settlement  852393,SP SETTLEMENT 852393,0,-9744.320000000007,9744.320000000007,0.1441192435171396,-0.13463325835965456,7493.050000000003,8,8,1,0.25,0.7027027027027027,1,5.598421958998375,0.02627710226434901,1
BATCH000021,BANK0000027,2025-10-26,2025-10-26,67612.9,67612.9,71749.54,1885.37,269,SP Settlement  356193,SP SETTLEMENT 356193,1,0.0,0.0,0.0,0.0,2251.270000000004,0,0,1,0.25,0.7027027027027027,1,5.598421958998375,0.02627710226434901,1
BATCH000021,BANK0000055,2025-10-26,2025-10-29,67612.9,68247.77,71749.54,1885.37,269,sHOPEE dIGITAL my-508437,SHOPEE DIGITAL MY 508437,0,-634.8700000000099,634.8700000000099,0.009389776211344432,-0.009345828711118997,1616.3999999999942,-3,3,0,0.2,0.4878048780487805,1,5.598421958998375,0.02627710226434901,1
BATCH000021,BANK0000058,2025-10-26,2025-10-21,67612.9,58993.37,71749.54,1885.37,269,shopee digital  884688,SHOPEE DIGITAL 884688,0,8619.529999999992,8619.529999999992,0.12748351276161787,0.13637156758975877,10870.799999999996,5,5,0,0.25,0.47368421052631576,1,5.598421958998375,0.02627710226434901,1
BATCH000022,BANK0000018,2025-10-28,2025-10-18,68247.77,77357.22,72089.02,1516.07,260,SP Settlement  852393,SP SETTLEMENT 852393,0,-9109.449999999997,9109.449999999997,0.13347615607074043,-0.12528742964853556,6784.270000000004,10,10,1,0.25,0.7027027027027027,1,5.564520407322694,0.021030525869265525,1
BATCH000022,BANK0000027,2025-10-28,2025-10-26,68247.77,67612.9,72089.02,1516.07,260,SP Settlement  356193,SP SETTLEMENT 356193,0,634.8700000000099,634.8700000000099,0.009302428489605006,0.009345828711118997,2960.050000000003,2,2,1,0.25,0.7027027027027027,1,5.564520407322694,0.021030525869265525,1
BATCH000022,BANK0000055,2025-10-28,2025-10-29,68247.77,68247.77,72089.02,1516.07,260,sHOPEE dIGITAL my-508437,SHOPEE DIGITAL MY 508437,1,0.0,0.0,0.0,0.0,2325.179999999993,-1,1,0,0.2,0.4878048780487805,1,5.564520407322694,0.021030525869265525,1
BATCH000022,BANK0000058,2025-10-28,2025-10-21,68247.77,58993.37,72089.02,1516.07,260,shopee digital  884688,SHOPEE DIGITAL 884688,0,9254.400000000001,9254.400000000001,0.13560003499015427,0.14571739630087777,11579.579999999994,7,7,0,0.25,0.47368421052631576,1,5.564520407322694,0.021030525869265525,1
BATCH000022,BANK0000070,2025-10-28,2025-11-07,68247.77,76691.65,72089.02,1516.07,260,SP Settlement 578680,SP SETTLEMENT 578680,0,-8443.87999999999,8443.87999999999,0.12372389603352592,-0.11664646395586153,6118.699999999997,-10,10,0,0.25,0.7027027027027027,1,5.564520407322694,0.021030525869265525,1
BATCH000023,BANK0000050,2025-11-01,2025-10-26,82185.24,86911.0,87863.05,2913.91,333,SHOPEE-PAYOUT  132126,SHOPEE PAYOUT 132126,0,-4725.759999999995,4725.759999999995,0.05750132262192085,-0.055908221040089856,1961.8600000000006,6,6,1,0.25,0.43243243243243246,1,5.811140992976701,0.033164225462239245,1
BATCH000023,BANK0000057,2025-11-01,2025-11-02,82185.24,82190.24,87863.05,2913.91,333,Shopee  Payout    268757,SHOPEE PAYOUT 268757,1,-5.0,5.0,6.083817483528672e-05,-6.083558406544398e-05,2758.899999999994,-1,1,1,0.25,0.43243243243243246,1,5.811140992976701,0.033164225462239245,1
BATCH000023,BANK0000070,2025-11-01,2025-11-07,82185.24,76691.65,87863.05,2913.91,333,SP Settlement 578680,SP SETTLEMENT 578680,0,5493.590000000011,5493.590000000011,0.0668439977786767,0.06918201557557602,8257.490000000005,-6,6,0,0.25,0.7027027027027027,1,5.811140992976701,0.033164225462239245,1
BATCH000024,BANK0000028,2025-11-02,2025-11-02,33713.54,33713.54,36878.04,2019.39,142,Shopee Payout693762,SHOPEE PAYOUT693762,1,0.0,0.0,0.0,0.0,1145.1100000000006,0,0,1,0.3333333333333333,0.4444444444444444,1,4.962844630259907,0.0547586043076042,1
BATCH000025,BANK0000060,2025-11-04,2025-11-04,40901.55,40899.55,43358.09,1137.76,171,sp sETTLEMENT614985,SP SETTLEMENT614985,1,2.0,2.0,4.88979024022317e-05,4.8897902411582095e-05,1320.7799999999916,0,0,0,0.0,0.7222222222222222,1,5.147494476813453,0.026241008310098533,1
BATCH000026,BANK0000008,2025-11-06,2025-11-15,76691.65,80418.75,82015.75,2786.3,310,sp sETTLEMENT  495869,SP SETTLEMENT 495869,0,-3727.100000000006,3727.100000000006,0.048598511050420824,-0.04745391690435241,1189.300000000003,-9,9,1,0.25,0.7027027027027027,1,5.739792912179234,0.033972743040208746,1
BATCH000026,BANK0000010,2025-11-06,2025-11-15,76691.65,78489.82,82015.75,2786.3,310,SH0PEE DIGITAL-675070,SH0PEE DIGITAL 675070,0,-1798.1700000000128,1798.1700000000128,0.023446750721884495,-0.023175799394364205,739.6299999999901,-9,9,1,0.0,0.42105263157894735,1,5.739792912179234,0.033972743040208746,1
BATCH000026,BANK0000055,2025-11-06,2025-10-29,76691.65,68247.77,82015.75,2786.3,310,sHOPEE dIGITAL my-508437,SHOPEE DIGITAL MY 508437,0,8443.87999999999,8443.87999999999,0.11010168642870496,0.11664646395586153,10981.679999999993,8,8,0,0.2,0.4878048780487805,1,5.739792912179234,0.033972743040208746,1
BATCH000026,BANK0000057,2025-11-06,2025-11-02,76691.65,82190.24,82015.75,2786.3,310,Shopee  Payout    268757,SHOPEE PAYOUT 268757,0,-5498.590000000011,5498.590000000011,0.07169737513797149,-0.06924285115964146,2960.790000000008,4,4,1,0.25,0.43243243243243246,1,5.739792912179234,0.033972743040208746,1
BATCH000026,BANK0000066,2025-11-06,2025-11-13,76691.65,77235.74,82015.75,2786.3,310,SP  Settlement    246092,SP SETTLEMENT 246092,0,-544.0900000000111,544.0900000000111,0.007094514200698656,-0.0070693746782755085,1993.7099999999919,-7,7,0,0.25,0.7027027027027027,1,5.739792912179234,0.033972743040208746,1
BATCH000026,BANK0000070,2025-11-06,2025-11-07,76691.65,76691.65,82015.75,2786.3,310,SP Settlement 578680,SP SETTLEMENT 578680,1,0.0,0.0,0.0,0.0,2537.800000000003,-1,1,0,0.25,0.7027027027027027,1,5.739792912179234,0.033972743040208746,1
BATCH000027,BANK0000025,2025-11-08,2025-11-08,59868.25,59868.25,63443.29,1598.84,246,SHOPEE DIGITAL-253539,SHOPEE DIGITAL 253539,1,0.0,0.0,0.0,0.0,1976.2000000000044,0,0,1,0.25,0.47368421052631576,1,5.5093883366279774,0.02520108903557807,1
BATCH000027,BANK0000055,2025-11-08,2025-10-29,59868.25,68247.77,63443.29,1598.84,246,sHOPEE dIGITAL my-508437,SHOPEE DIGITAL MY 508437,0,-8379.520000000004,8379.520000000004,0.13996600869409084,-0.1309963942079957,6403.32,10,10,0,0.2,0.4878048780487805,1,5.5093883366279774,0.02520108903557807,1
BATCH000028,BANK0000008,2025-11-13,2025-11-15,77393.16,80418.75,81516.49,1593.17,315,sp sETTLEMENT  495869,SP SETTLEMENT 495869,0,-3025.5899999999965,3025.5899999999965,0.03909376487534553,-0.0383484672322254,495.429999999993,-2,2,1,0.25,0.7027027027027027,1,5.755742213586912,0.01954414376772111,1
BATCH000028,BANK0000010,2025-11-13,2025-11-15,77393.16,78489.82,81516.49,1593.17,315,SH0PEE DIGITAL-675070,SH0PEE DIGITAL 675070,0,-1096.6600000000035,1096.6600000000035,0.014169986081457373,-0.014070349722237196,1433.5,-2,2,1,0.0,0.42105263157894735,1,5.755742213586912,0.01954414376772111,1
BATCH000028,BANK0000066,2025-11-13,2025-11-13,77393.16,77235.74,81516.49,1593.17,315,SP  Settlement    246092,SP SETTLEMENT 246092,1,157.41999999999825,157.41999999999825,0.002034029880676771,0.0020360749938515,2687.5800000000017,0,0,0,0.25,0.7027027027027027,1,5.755742213586912,0.01954414376772111,1
BATCH000028,BANK0000070,2025-11-13,2025-11-07,77393.16,76691.65,81516.49,1593.17,315,SP Settlement 578680,SP SETTLEMENT 578680,0,701.5100000000093,701.5100000000093,0.009064237718165395,0.009105449672127008,3231.670000000013,6,6,0,0.25,0.7027027027027027,1,5.755742213586912,0.01954414376772111,1
BATCH000029,BANK0000008,2025-11-14,2025-11-15,78489.82,80418.75,83434.5,2295.73,321,sp sETTLEMENT  495869,SP SETTLEMENT 495869,0,-1928.929999999993,1928.929999999993,0.024575543681970385,-0.024278117509988206,720.0200000000041,-1,1,1,0.25,0.7027027027027027,1,5.7745515455444085,0.02751535635738214,1
BATCH000029,BANK0000010,2025-11-14,2025-11-15,78489.82,78489.82,83434.5,2295.73,321,SH0PEE DIGITAL-675070,SH0PEE DIGITAL 675070,1,0.0,0.0,0.0,0.0,2648.949999999997,-1,1,1,0.0,0.42105263157894735,1,5.7745515455444085,0.02751535635738214,1
BATCH000029,BANK0000066,2025-11-14,2025-11-13,78489.82,77235.74,83434.5,2295.73,321,SP  Settlement    246092,SP SETTLEMENT 246092,0,1254.0800000000017,1254.0800000000017,0.015977613402604333,0.016106424716088696,3903.029999999999,1,1,0,0.25,0.7027027027027027,1,5.7745515455444085,0.02751535635738214,1
BATCH000029,BANK0000070,2025-11-14,2025-11-07,78489.82,76691.65,83434.5,2295.73,321,SP Settlement 578680,SP SETTLEMENT 578680,0,1798.1700000000128,1798.1700000000128,0.022909595155142574,0.023175799394364205,4447.12000000001,7,7,0,0.25,0.7027027027027027,1,5.7745515455444085,0.02751535635738214,1
